duty-free-exports_?,adoption-of-the-budget-resolution_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,crime_n,religious-groups-in-schools_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,crime_n,religious-groups-in-schools_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,religious-groups-in-schools_y,aid-to-nicaraguan-contras_y,education-spending_y,anti-satellite-test-ban_?,immigration_y,physician-fee-freeze_n,mx-missile_?,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,crime_y
duty-free-exports_?,adoption-of-the-budget-resolution_y,immigration_n,physician-fee-freeze_?,religious-groups-in-schools_y,crime_n,water-project-cost-sharing_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,duty-free-exports_y,religious-groups-in-schools_y,mx-missile_n,el-salvador-aid_y,export-administration-act-south-africa_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,handicapped-infants_y,superfund-right-to-sue_y
duty-free-exports_n,adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,religious-groups-in-schools_y,mx-missile_n,el-salvador-aid_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,crime_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,el-salvador-aid_?,aid-to-nicaraguan-contras_y,export-administration-act-south-africa_y,synfuels-corporation-cutback_n,mx-missile_y,duty-free-exports_n,anti-satellite-test-ban_?,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,education-spending_n,Class-Name_democrat,crime_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,superfund-right-to-sue_n,education-spending_?,aid-to-nicaraguan-contras_y,export-administration-act-south-africa_y,anti-satellite-test-ban_y,mx-missile_y,duty-free-exports_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,Class-Name_democrat,synfuels-corporation-cutback_n,crime_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,religious-groups-in-schools_y,mx-missile_n,aid-to-nicaraguan-contras_y,export-administration-act-south-africa_y,anti-satellite-test-ban_y,education-spending_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,religious-groups-in-schools_y,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,crime_y,handicapped-infants_y,superfund-right-to-sue_y
duty-free-exports_n,adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,crime_y,superfund-right-to-sue_y
crime_?,duty-free-exports_?,physician-fee-freeze_y,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,export-administration-act-south-africa_?,anti-satellite-test-ban_?,immigration_y,aid-to-nicaraguan-contras_?,adoption-of-the-budget-resolution_n,superfund-right-to-sue_?,education-spending_y,Class-Name_republican
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,duty-free-exports_y,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,anti-satellite-test-ban_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_?,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,handicapped-infants_y
mx-missile_y,duty-free-exports_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,religious-groups-in-schools_y,handicapped-infants_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,crime_y,export-administration-act-south-africa_y,superfund-right-to-sue_y
mx-missile_y,physician-fee-freeze_y,handicapped-infants_n,el-salvador-aid_y,synfuels-corporation-cutback_n,religious-groups-in-schools_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,anti-satellite-test-ban_y,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
adoption-of-the-budget-resolution_?,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,aid-to-nicaraguan-contras_y,immigration_n,anti-satellite-test-ban_y,mx-missile_y,water-project-cost-sharing_n,physician-fee-freeze_n,Class-Name_democrat,education-spending_n,el-salvador-aid_n,synfuels-corporation-cutback_n,export-administration-act-south-africa_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,immigration_y,anti-satellite-test-ban_y,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
export-administration-act-south-africa_?,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,immigration_n,religious-groups-in-schools_y,superfund-right-to-sue_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,mx-missile_y,duty-free-exports_n,water-project-cost-sharing_n,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,crime_y,handicapped-infants_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,aid-to-nicaraguan-contras_y,export-administration-act-south-africa_y,anti-satellite-test-ban_y,mx-missile_y,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,crime_y,handicapped-infants_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,duty-free-exports_y,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
adoption-of-the-budget-resolution_y,el-salvador-aid_n,handicapped-infants_n,crime_n,religious-groups-in-schools_y,anti-satellite-test-ban_y,mx-missile_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,superfund-right-to-sue_y
mx-missile_y,adoption-of-the-budget-resolution_y,duty-free-exports_y,superfund-right-to-sue_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,water-project-cost-sharing_y,export-administration-act-south-africa_y,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,education-spending_y,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,superfund-right-to-sue_y,crime_y,export-administration-act-south-africa_y,Class-Name_republican
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,export-administration-act-south-africa_?,anti-satellite-test-ban_y,water-project-cost-sharing_y,superfund-right-to-sue_?,education-spending_n,aid-to-nicaraguan-contras_?,crime_?,Class-Name_republican
anti-satellite-test-ban_n,immigration_n,duty-free-exports_y,el-salvador-aid_n,handicapped-infants_n,export-administration-act-south-africa_n,religious-groups-in-schools_y,education-spending_y,mx-missile_y,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,superfund-right-to-sue_y
mx-missile_y,duty-free-exports_y,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y
mx-missile_y,adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,immigration_n,duty-free-exports_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,crime_n,anti-satellite-test-ban_y,religious-groups-in-schools_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n
mx-missile_y,adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,immigration_n,duty-free-exports_y,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,water-project-cost-sharing_n,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,handicapped-infants_y
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,religious-groups-in-schools_y,handicapped-infants_n,water-project-cost-sharing_y,synfuels-corporation-cutback_n,mx-missile_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,crime_y,export-administration-act-south-africa_y,superfund-right-to-sue_y
mx-missile_y,adoption-of-the-budget-resolution_y,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,immigration_n,religious-groups-in-schools_y,el-salvador-aid_?,aid-to-nicaraguan-contras_?,mx-missile_n,water-project-cost-sharing_y,education-spending_n,duty-free-exports_n,physician-fee-freeze_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,crime_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,religious-groups-in-schools_y,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_y,mx-missile_?,education-spending_n,Class-Name_democrat,export-administration-act-south-africa_?,crime_y,handicapped-infants_y,superfund-right-to-sue_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,superfund-right-to-sue_y,crime_y,Class-Name_republican
anti-satellite-test-ban_n,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,mx-missile_?,export-administration-act-south-africa_y,Class-Name_democrat,education-spending_y,crime_y,superfund-right-to-sue_y
mx-missile_y,physician-fee-freeze_y,immigration_n,duty-free-exports_n,superfund-right-to-sue_n,water-project-cost-sharing_y,export-administration-act-south-africa_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,adoption-of-the-budget-resolution_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,handicapped-infants_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
mx-missile_y,adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_n,superfund-right-to-sue_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,duty-free-exports_y,religious-groups-in-schools_y,water-project-cost-sharing_?,crime_n,anti-satellite-test-ban_y,mx-missile_y,superfund-right-to-sue_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,handicapped-infants_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
mx-missile_y,adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,immigration_n,duty-free-exports_y,water-project-cost-sharing_?,crime_n,anti-satellite-test-ban_y,religious-groups-in-schools_n,superfund-right-to-sue_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,handicapped-infants_y
mx-missile_y,adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,water-project-cost-sharing_n,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,handicapped-infants_y
mx-missile_y,adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,crime_n,anti-satellite-test-ban_y,religious-groups-in-schools_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y
adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,mx-missile_?,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,education-spending_y,export-administration-act-south-africa_y
export-administration-act-south-africa_?,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,education-spending_y,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,water-project-cost-sharing_n,superfund-right-to-sue_y,crime_y,Class-Name_republican
duty-free-exports_?,adoption-of-the-budget-resolution_y,immigration_n,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,mx-missile_n,religious-groups-in-schools_y,export-administration-act-south-africa_y,anti-satellite-test-ban_y,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y
mx-missile_y,adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,water-project-cost-sharing_n,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y
mx-missile_y,adoption-of-the-budget-resolution_y,duty-free-exports_y,superfund-right-to-sue_n,aid-to-nicaraguan-contras_y,export-administration-act-south-africa_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,crime_y,handicapped-infants_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,water-project-cost-sharing_n,superfund-right-to-sue_y,crime_y,handicapped-infants_y,Class-Name_republican
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,education-spending_y,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,water-project-cost-sharing_n,crime_y,export-administration-act-south-africa_y,Class-Name_republican
adoption-of-the-budget-resolution_y,superfund-right-to-sue_?,physician-fee-freeze_?,duty-free-exports_y,religious-groups-in-schools_y,water-project-cost-sharing_?,handicapped-infants_n,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,anti-satellite-test-ban_y,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_?,export-administration-act-south-africa_y
religious-groups-in-schools_?,adoption-of-the-budget-resolution_y,aid-to-nicaraguan-contras_n,duty-free-exports_y,mx-missile_n,handicapped-infants_n,crime_n,el-salvador-aid_y,anti-satellite-test-ban_y,education-spending_n,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,superfund-right-to-sue_y
mx-missile_y,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,superfund-right-to-sue_n,handicapped-infants_n,el-salvador-aid_y,synfuels-corporation-cutback_n,religious-groups-in-schools_n,duty-free-exports_n,immigration_y,anti-satellite-test-ban_y,adoption-of-the-budget-resolution_n,education-spending_n,water-project-cost-sharing_n,crime_y,export-administration-act-south-africa_y,Class-Name_republican
mx-missile_y,adoption-of-the-budget-resolution_y,duty-free-exports_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,crime_n,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,anti-satellite-test-ban_y,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,Class-Name_republican
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
superfund-right-to-sue_y,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,handicapped-infants_y,Class-Name_republican
mx-missile_y,adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,duty-free-exports_y,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,Class-Name_democrat,synfuels-corporation-cutback_n,handicapped-infants_y,education-spending_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,immigration_n,religious-groups-in-schools_y,handicapped-infants_n,el-salvador-aid_y,synfuels-corporation-cutback_n,mx-missile_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,water-project-cost-sharing_y,export-administration-act-south-africa_y,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
immigration_n,aid-to-nicaraguan-contras_n,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,duty-free-exports_y,religious-groups-in-schools_y,handicapped-infants_n,el-salvador-aid_y,synfuels-corporation-cutback_n,mx-missile_y,aid-to-nicaraguan-contras_y,immigration_y,anti-satellite-test-ban_y,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,handicapped-infants_n,crime_n,water-project-cost-sharing_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,adoption-of-the-budget-resolution_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,immigration_y,anti-satellite-test-ban_y,synfuels-corporation-cutback_y,water-project-cost-sharing_n,superfund-right-to-sue_y,crime_y,export-administration-act-south-africa_y,Class-Name_republican
adoption-of-the-budget-resolution_y,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,education-spending_?
